tier,col,row,x,y,z,crop
3,24,1,6.082,1.2116666666666667,1.307,red oak
3,24,2,6.082,1.3583333333333332,1.307,red oak
3,24,3,6.082,1.505,1.307,red oak
3,24,4,6.082,1.6516666666666664,1.307,red oak
3,24,5,6.082,1.7983333333333331,1.307,red oak
3,24,6,6.082,1.9449999999999998,1.307,red oak
4,0,0,0.891,1.065,1.727,red oak
4,0,1,0.891,1.2116666666666667,1.727,red oak
4,0,2,0.891,1.3583333333333332,1.727,red oak
4,0,3,0.891,1.505,1.727,red oak
4,0,4,0.891,1.6516666666666664,1.727,red oak
4,0,5,0.891,1.7983333333333331,1.727,red oak
4,0,6,0.891,1.9449999999999998,1.727,red oak
4,1,0,1.1072916666666668,1.065,1.727,red oak
4,1,1,1.1072916666666668,1.2116666666666667,1.727,red oak
4,1,2,1.1072916666666668,1.3583333333333332,1.727,red oak
4,1,3,1.1072916666666668,1.505,1.727,red oak
4,1,4,1.1072916666666668,1.6516666666666664,1.727,red oak
4,1,5,1.1072916666666668,1.7983333333333331,1.727,red oak
4,1,6,1.1072916666666668,1.9449999999999998,1.727,red oak
4,2,0,1.3235833333333333,1.065,1.727,red oak
4,2,1,1.3235833333333333,1.2116666666666667,1.727,red oak
4,2,2,1.3235833333333333,1.3583333333333332,1.727,red oak
4,2,3,1.3235833333333333,1.505,1.727,red oak
4,2,4,1.3235833333333333,1.6516666666666664,1.727,red oak
4,2,5,1.3235833333333333,1.7983333333333331,1.727,red oak
4,2,6,1.3235833333333333,1.9449999999999998,1.727,red oak
4,3,0,1.5398749999999999,1.065,1.727,red oak
4,3,1,1.5398749999999999,1.2116666666666667,1.727,red oak
4,3,2,1.5398749999999999,1.3583333333333332,1.727,red oak
4,3,3,1.5398749999999999,1.505,1.727,red oak
4,3,4,1.5398749999999999,1.6516666666666664,1.727,red oak
4,3,5,1.5398749999999999,1.7983333333333331,1.727,red oak
4,3,6,1.5398749999999999,1.9449999999999998,1.727,red oak
4,4,0,1.7561666666666667,1.065,1.727,red oak
4,4,1,1.7561666666666667,1.2116666666666667,1.727,red oak
4,4,2,1.7561666666666667,1.3583333333333332,1.727,red oak
4,4,3,1.7561666666666667,1.505,1.727,red oak
4,4,4,1.7561666666666667,1.6516666666666664,1.727,red oak
